,Tức là sao? Lủng cà lủng củng đọc đ** hiểu gì? :))))))). Văn 3 xu thực sự…
,"Cái văn này bọn mới lớn thời tao (tầm 2005 - 2010) vẫn hay dùng mà, nó lủng củng, vô nghĩa, câu sự thương hại. Cậu ấy có tiền mà vẫn bị củ chuối với phèn ỉa ra vậy nhỉ? Kiểu quê vl ra. Nhìn mấy đứa sang sang khác mà học tập."
,Thanh Vân Anny Tran đọc cmt
,Huong Truc Le bù đắp cho ảnh đii
,NGẬM MỒM NHƯ NGÀY XƯA CÒN ĐỠ GHÉC
,"Đóm em yêuu anhhhhhhhhhh, húuuuuuuuuuuuu"
,Trung Hiếu cẩn thận
,Chắc đọc ngôn lù trung quốc nhiều quá
,Xấu trai thật
,Đang lướt fb vui lại trúng bài thằng này chán tắt luôn ... mẹ bà
,K bỏ cuộc nhưng bỏ con
,Thanh Hoài thằng chó
,Ck m viết tâm thư kìa Đặng Kiều Linh
,"Nguyễn Thị Thu Quy Nguyễn Như Ý. Dài quá nhát đọc, tóm tắt dùm!"
,Quá đẹp luôn nhìn mê thật đấy
,tháng này chuyển đủ 5tr chưa sao mắc nói vậy ?
,"Hắc hoá, thương ghê"
,Minh Thư ghê z
,"Hix, j4cK hắc hoá giữa đêm Hà Minh An"
,Minh Chánh doc cmt cuoi e
,Ngọc Tại đọc thấy thương udol m quó
,Ai bắt vì tinh tú của t liếm giày vậy bay
,Nói gì cũng thấy hề hước thế nhỉ
,Nguyễn Bảo Trân a buồn kìa
,Vũ Thảo Vân thương anh quá
,Nhưng mà cái quan trọng chú phải biết là chú hát dở dữ lắm trời ơi.
,"Uh con m còn dám bỏ thì có cl gì mà m ko dám làm đâu
🫩"
,Ngày nào còn thở là ngày đó tao còn anti mày nha. Vừa xấu zai lại còn bỏ con
,Quí Lê s bà văn vở giỏi mà ck bà văn vở như cái tả què vậy
,Ghê ha. Còn sống mà đéo nuôi con. Nhục
,Bản thân mình sống lỗi thì bị ghét thôi chứ thế lực nào dìm. Thử mày sống tốt coi ai dìm được. Tới tiền light stick fan nó đặt gần 1 năm rồi chưa giao :)) Tới fan nó mà còn scam được thì chịu.
,ng j đâu mà như ccc
,đã đạo lí mà viết như quần qè.
,âm điểm
,Rồi bỏ con có góc khuất ko
,Vô đọc cmt thôi nha
,Ngân Kiềuu
,"Jack không bao, giờ viết những dòng này…"
,"Mắc ỉa quá Phưn Tứn ơi, há mồm ra nào Tứn"
,Lồn này trẻ trâu dữ vậy trời đọc cap mà bực bội luôn
,Thu hẹp mục tiêu là tìm cái lol hẹp hơn để chơi k bao hã :)))))
,Kẻ đường mỏng thôi
,Là nó đang nói cgi sao lủng củng z
,Ngày nào còn thở là còn bỏ con
,tóm lại anh vẫn bỏ con đúng ko :))
,"Ko hiểu sao mọi người chê và chửi Jack, tại mình thán phục Jack ghê gớm là sao xấu kinh khủng vậy mà nổi tiếng được"
,đọc tâm thư cứ ngỡ con bỏ jack thôi á
,Thi đã mệt còn gặp nữa
,T thà ảnh viết bằng ChatGPT; tao đọc Tiếng Việt mà ko hiểu cái qq gì hết trơn hết trọi.
,Ăn Vặt Thỏ :))))) chơi đồ chưa rã
,dữ z sao .Nhân cách như qq mà đạo lí dữ he
,Ăn ở tốt thì đã ko ra mức này
,Nguyễn Anh Thi jack đã căng
,Châu Hải Nam tưởng viết fanfic
,Hồ Lê Minh Khiết cảm động
,"Jack chưa bao giờ nói về Drama lớn nhất cuộc đời nhỉ, nhạc bạn này mình vẫn nghe, Drama thì mình vẫn hít :)))"
,Anh zai của Ngọc Dũng buồn kìa
,rồi có nhớ mặt con không?
,Như nồn
,My Nhi nó làm như nó là người bị hại ko bằng vậy đó
,Jack cay vì hồi đó méo có
,ai cứu cho drama của Jack
,Ngày nào còn thở thì còn bỏ con. Hazzz
,Minh Tâm Nguyễn đợi ngày báo chù
,Không có ai đi lên từ bất hạnh mà bỏ con cả
,Phương Anhh xem anh iu giãi bày
,Mồm con hỗn mà tâm con con cũng thối nát y chang :))
,Làm gai cho con người ta sưng mắt
,Làm Jắc cho con người ta sưng bụng
,"Muốn thành tinh tú thì mình phải tu tính đi cha nọiiiii, đạo lý quần què!"
,Đã sống không có đạo đức còn xưng “tao”
,Ai rãnh mà đọc
,Thế là tẩy trắng thành công rồi đó hả
,Đào Tiến Đạt bảo trẻ trâu lại tự ái
,Gia Hân xúk động quóoo
,“ Nuôi tóc dài được nhưng nhất quyết ko nuôi con ” - J97 said..
,Nhân Đoàn
,B là nhất
,Nhân cách như cái đầu buồi mà hay nói đạo lý :))))
,Trần Nguyên Hiệp.mãi ủng hộ ảnh
,Xộn lào vữ v chồng iu
,Sống như cc đòi hỏi cl
,"Nhức người qá ạ,sợ vãi ò"
,"Học mới lớp 10 có khác, dùng từ đau to búa lớn nhưng hành văn chả tới đâu, đọc hiểu chết liền :)))"
,Quyên Quyên Phoebe Tran Là sao nữa z cha?
,Dạo này rảnh quá cày phim anh hùng rồi bị lậm phim hả
,Sáng nay mở mắt ko đúng cách r
,Nó đang nói mê sảng gì vậy
,Lương Thu Hường an ủi đi
,Thuỳ Giang a chách
,"ủng hộ idol Jack, em tin anh Jack trọng sạch, anh Jack Grealish"
,Anh ơi bình tĩnh nha dù gì em cũng là anti của anh thôi
,Mai Ngọc Linh anh í ngầu quá đóm oi
,Hát dở mà còn văn vở
,Linh Linh ghê chưa
,Sợ quá. Vậy mà bám view lắm
,Mới đọc xong tưởng bé Sol bỏ Jack không :)))
,"Bọn nhà báo đói like , suốt ngày đem thằng nhỏ lên câu like haizz ,"
,Hoàng Lan v là hiễu lầm ãnh rôi
,ủa chứ hông phải ảnh là góc khuất đó hả
,Mặt này kêu liếm cut còn được chứ liếm gót giày sợ lại bẩn giày
,Lương Triếtt viết tâm thư cho ảnh chưa
,Làm như oan lắm ấy
,Nói hay quá nhưng rất tiếc lời nói của chú không có giá trị
,ai bán đồ cho nó z
,M chính là góc khuất
,Quá khứ đã phạm nhiều sai lầm thì tốt nhất cammemomlai
,Thư Trần mợt lắm ồi
,Ngữ này trả thù đc ai chứ :))
,xưng tao với ai đấy ?
,Hãy nghĩ tới lý do vì sao ng ta sỉ nhục mình. Vì đôi lúc bạn xứng đáng
,Du Du bỏ con chứ hong bỏ cuộc =))) +1 nghị lực cuộc sống =)))
,ảnh nc mà t tưởng. ảnh là ng cha tốt á bayyy
,Ảnh làm như ảnh sống tử tế lắm
,làm thơ à
,Bản thân sống như cái l ở đó văn vở
,Đọc stt tưởng ảnh là nạn nhân luôn ớ
,Nghiệp súc
,xàm l cgi vậy m
,Lè nhà lè nhè
,"Cũng buồn lắm, nhưng mà buồn cười"
,chia sẽ chuyện buồn nhưng k 1 ai đồng cãm
,đêm qua Jáck nằm MU à
,Nguyễn Hồ Thu Thuỷ sợ ma quá tr
,Mai Thy ảnh thà nuôi tóc chứ hong nuôi con
,cố tỏ ra nguy hiểm ^^
,Kim Quyen anh mình thà bỏ con chứ ko bỏ cuộc
,Làm như tử tế lắm
,Lo nuôi con dùm đi . Làm mấy cái mắc ỉa
,"Thư Đặng Xìa Xìa ta đánh giá thấp a Jack rồi, a J đang ủ mưu báo thù đó :))))"
,Ho Ngoc Tram Anh đọc cmt
,Lê Trần Anh Thơ ảnh ngầu quá trời
,Gì nữa đây?
,Tư Tư mục tiêu cuối cùng của rách sẽ là m
,Góc cđg thằng bỏ con
,Đậu Đậu do m đúng ko
,Ai có mẫu đơn xin quay lại làm fan không ạ? Cho mình xin
,Ngọc Huyềnn rảnh quá cho đi chùi wc đi:))
,Bạn nói đúng về những góc khuất... và bạn cũng có những góc khuất nào đó
,Tran Nu Tieu QuynhNhư Trần nói j z
,Nói khùng nói điên gì dậy
,Sắp nghỉ hè nên mạnh miệng lắm á
,Có vẻ hợp với vai nạn nhân
,Hoàng Thuỷ ãnh hù
,"Ngày nào còn thở là còn chưa tắt thở, ngày nào còn thở là còn đưa 5 tr hàng tháng, ngày nào còn thở là còn bỏ con"
,Âu Tuyết Trinh hơi thở gắt
,Lâm Đức Huy v đó mà k nuôi con nó
,có đẹp k mà đòi đóng vai nạn nhân
,Ảnh ngầu có ai làm capcut giật giật cho ảnh ngầu thêm không
,Anh chính là góc khuất
,"Ê ko hiểu sao nha cha này làm gì t cũng buồn cười á, mà nhìn mặt không thôi t cũng thấy buồn cười rồi =))"
,Thà bỏ con chứ quyết k bỏ qua chuyện này
,Thanh Thương ghê
,"Thà bỏ con chứ không bỏ cuộc. Dừng lại đi anh Jack à em thấy đủ rồi đó ""Đủ Nghi"" Đỉ ngu"
,Hồng Nhung ngầu quá.
,Trinh Quách tưởng sắp mở chiến tranh không á
,Lèm bà lèm bèm
,Mày nín
,"M nính.Bản thân m đã là một cái khuất rồi.Thấy bất kinh,bất ghét.Ra đời ghét mỗi thứ như m."
,Ngân lam 3 di roi nch
,Thà bỏ còn chứ k bỏ cuộk Lê Đình Hiệp Nguyễn Thanh Nhàn
,Sin Sin Nghe nói gu bà kiểu bá đạo đồ hả? Bà cân nhắc anh này đi
,Nói clq gì k hỉu má
,Từ sân khấu FWD tới sân khấu hội chợ luôn đỉnh nhất a Chách
,chưa học hết lớp 10 hèn gì hành văn như cái đách
,Rách sắp lật đổ ngành giải trí òi
,NGÀY NÀO CÒN THỞ THÌ QUYẾT TÂM CHỈ CHU CẤP 7TR /2 THÁNG THÔI
,Nhu Y Nguyen ảnh nữa kìa
,"Anh đã bảo chú thay đổi hình ảnh từ joker qua tài tử giang đông run là sai lầm , là thất bại chắc."
,Chú muốn thành công đúng không?… See more
,Nhưng bỏ con là thật mà anh Jack
,Thương anh
,Như kiểu mấy đứa dậy thì nổi loạn đồ đó. Sửa riết bị chập mạch
,Đừng bỏ con thì đã là thành NGƯỜI TỐT rồi. Không cần làm việc gì nghe lớn lao vậy đâu. Ớn
,Vũ Đức Hoàng má ơi im im đi ai dựa nói chi v
,Vương Minh Phương ai bắt anh liếm gót giày zậyyy :))
,Tuc Anh Hahaaaa quá nguy hiểm
,Nụ cười của kẻ chiến thắng
,"Mạnh Tiến tiến giong J,nc tỏ ra nguy hiem"
,Sốt cả ruột =)))
,"Thà bỏ con chứ ko bỏ cuộc, thà nuôi tóc chứ ko nuôi con :))))"
,Nghề nào cũng có góc khuất. Jack nói như thể Jack chưa từng bị khui góc khuất vậy Jack =)))))
,Thà bỏ con chứ ko bỏ cuộc
,Cố lên nhé ! Thương Cậu !
,xin a ngừng thở :))
,Gê chờiiiiii
,Kao cười chớt =)))))
,Dữ v sao
,Trà Thiện Ngôn hiểu anh nói gì ko =))
,Ủ mưu mà nói to dữ cha cố =))))))
,Bô bô nói vậy để thể hiện là mày sắp 1 tay chống lại bầu trời hã th lôz mắt híp ơi
,"Hổng ấy,đừng làm kiểu bí hiểm vậy đc ko bảo bối :))))"
,Hồng Bích côi trừng
,Sưng tấy lên làm t nhớ đến tập cơm nguội ông thầy bị ông chích
,Dữ vị shao
,"Thà bỏ con chứ ko bỏ cuộc, tưởng mình st hay gì :))"
,Giang đọc hiểu gì không
,Dữ òi dữ òi
,"Nhưng mà anh xấu thật , mặt á"
,Nhất quyết không chăm con à :((
,Phương Minh hiccc ai bắt anh m liếm gót giày kìa
,thôi im mồm đi
,Thái Hằng ảnh trải lòng nghe mà háy xót
,Thà bỏ con chứ k bỏ cuộc..
,Đồ ngon dữ he
,Tưởng đang đọc n9 báo thù không đó :))))
,Lê Lan Nhi nó nói gì z
,Cha này hình như cũng dí KICM tét nách phải khum mn
,LIGHTSTICK CỦA T A O ĐÂU T H Ằ N G C H Ó
,Nguyễn Quỳnh Anh đọc cmt từ bên kia qua bên đây mà cười k ngủ dc
,Là s má
,Nó định thắt dáii phải ko
,Hoài Trâm Lưu e muốn đấm zô dái nó cái đùng cho khỏi đẻ luôn quáaaaaaa
,Liêm chăng?
,Minh Toàn đang đóng phim hả
,Anh này chắc chích cái ảnh xì á. Chứ sao thấy ảnh căng....cọt dữ za
,"Văn dở thì đừng có văn vở, trời ơi."
,Anh Thư chắc ảnh chưa nghe bài trình
,đúng idol nào fan nấy Hoàng Quang Tuấn
,Bé Bơ chin nhỗi đi a tha cho
,"Ở đâu cũng có góc khuất, góc xấu"
,Còn thằng J97 thì xấu mọi mặt
,tưởng buscu chứ liếm giày thì bt quá...
,Lê Thục Trinh có vietsub k á ?
,Chỉ biết cười
,Nguyễn Lê Kiều An Huỳnh Thị Thuỷ Tiên Xem ảnh đang liên thiên cái gì z kìa
,Thứ cohon
,“Cần đã tôi thế đấy”
,Khánh Ly anh mày viết gì vậy :))) suy diễn dùm t với.
,Son Phan này mới đáng nghe nè
,"Ý là ko có Đạo Đức, mà ai chỉ cho viết được mấy cái lời như vầy dậy anh dách chín bẩy
Nhất là anh còn thứ 2 là chị Di Bôm thoi đó, thế giới tồn tại mỗi 2 người dĩ đại như dị đó"
,Căm mỏ
,T sẽ ko bao giờ từ bỏ mục tiêu
,T bỏ con thôi huhu BaoTran Bui
,Thương he Diệu Lan
,Z chứ k nuôi con là k nuôi
,"thấy ảnh cũng tội, tội chưa xử Quỳnh Giang"
,Rap diss hay gi v :)) lên bài đi a lâu quá chưa nghe diss
,Kiều Đạt coi phim hàn quá 180p kkk
,Khùng lồ n
,Như Hiền cạn phước lắm chớ hok ai bảnh mắt lên fb là thấy =]]
,Ảnh sống như hạch mà ảnh ra vẻ ớn
,Tự diễn hả thg l
,nguy hiểm đấy :)))
,Trẻ trâu
,K viết tâm thư cho con gái à
,M nín đii
,Thư Trần =))) vô an ủi chồng
,An ủi idol đi kìa Huyền Bamboo
,Câu củng chán
,Sống lỗi mà văn
,Nuôi được tóc chứ không nuôi được con
,"Mấy page này k có J chịu k nổi, muốn dìm c hết thằng nhỏ mới dc"
,Khó như bỏ con ảnh còn làm được thì bỏ cuộc có là gì đâu
,Nhật Linh biết gì mà nói
,"Tội nghiệp bạn ấy, bạn ấy luôn cố gắng, không bỏ cuộc, bạn bỏ con…"
,Tuyến Nguyễn thương rách
,Ngáo đá chắc luôn
,Còn trò gì bẩn thỉu hơn jack nữa hả ae ?
,Dinh Hieu huhuuuu thương quá bạn ơi
,Clm đọc cmt t về anh m cười 30p rồi =))) Thiên Ngọc
,Teen fic hả
,Thuyen phục vụ khán giả
,Là xao dị cha =))
,Thanh Thảo đọc cmt
,"Tài năng k đáng sợ, đáng sợ là có tài mà bất lương . Nghĩa là k có lương tâm luôn để mà quay đầu"
,Vũ Quang Hồ hicc idol trải lòng cảm động wa
,Phạm Lan Chinh Jack của chúng ta
,Giải nghệ rồi về xám hối đi cha nội ơi. Dốt văn mà bày đặt viết dài
,Hồng Thắng sếp chỉ là bị hại thôi hả anh ?
,Minh Ngoc thương anh
,"Phương Trinh ai làm ảnh giận dỗi vữ vị chời, tọi nghịp chưa"
,Ai khổ bằng ảnh mới sợ
,Khùng
,Phi Thuận nói j ghi ko hiểu j hết
,Song Anh dũng sĩ diệt ...
,M chọc idol t hả ??? Trí Nam Nguyễn
,Nguyễn Vinh thương ânh rấch
,Thơ Hoàng đọc cmt hài :)))
,Minh Hằng Nguyễn T. T. Du nay chồng các b deeep nhỉ
,Tian Tieu nói trc bước có qua k tr
,COVID-19 ĐANG TRỞ LẠI – PHỔI CỦA BẠN CÓ ĐỦ KHỎE LÀM LÁ CHẮN?
,"Theo thông tin từ Bộ Y Tế, số lượng ca nhiễm Covid-19 tăng đáng báo động . Cùng lúc đó, Cúm & Phế Cầu cũng âm thầm lan rộng trong giai đoạn chuyển mùa.… See more"
,mới chơi đồ xong hả Rách?
,Nhung Nguyễn đọc hồi tưởng mình vai phản diện
,Nguyễn Thị Thanh Hoa tôi thấy chị haha rồi nhé =))) chuyện buồn cười nhà chị đấy à =)))
,Bởi nói zị ko nên đom đóm càng ngày càng đông
,Xaolol
,Khánh Nguyên Duy Luu idol tụi mày nè :))))))
,Duma nó viết 1 hồi t đọc t tưởng t là người ác ko đó
,Nuôi tóc dài đc mà đ' nuôi đc con à Rách !!! Nín
,Việt Hằng chưa hiểu ai đồ muốn nói gì
,Bỏ bớt nhứng nhặt đi là đc
,Vô đọc toàn anti robot
,Diem Xuan Hua ai chọc cho a e khùng lên v
,Tú Uyên :)) r nuôi con ch tr
,Đm làm như là nạn nhân ko bằng Trịnh Hồng Hạnh
,Cái tao cần là góc khuất mày có bao nhiêu đứa con rơi thì mày k nói!
,Lâm Nhật Thuyên xin lỗi a của ngta chưa? Chứ k phải a của e.
,Linh Phuong m hoi han chua con
,Hồ Hải Mi thương ảnk ghia á pà
,Vô phước lắm mới gặp ngay bài đó lúc mới mở tiktok lên
,Nói j zậy
,bỏ con thì im mẹ mồm m đi
,Nguyễn Dung sao v
,Tăng Hà My đọc mà tưởng mấy thằng nhóc học cấp 2 viết kh á
,Je? jack
,Tuệ Nguyễn thậc vĩ đại
,Nó đang nói cái đb j vậy
,Giao Giao tội anh t quá
,Nguyễn Hà Vĩnh Thành Xuân Nhii coi nó sống như tã què mà nó đòi chui dô hang ổ người khác kìa tr
,Cười ỉa v trời
,"Đù má, mở mắt ko đúng rồi. Đcm"
,Trinh Kookie phần thưởng sáng sớm
,Na Linh nói gì đi Na
,Đoàn Ngọc Duyên dô nghe ảnh trải lòng kìa bà
,"Thôi lần sau tml ko cần viết dài dòng, chỉ cần đăng 1 tấm ảnh như vầy nhưng nghĩa cũng tương đương"
,Sống tử tế thì có dell gì phải suy
,Thiên Thiên m coi chừng nha
,GH Nguyen chắc chơi game quá đà
,Ngầu quá
,Vây ma vân lỳ nên giải ghệ đi vê lm công ty
,Lải nhải clgv đọc k hiểu gì :))))
,Mai Nguyễn ảnh đã gắt
,Nhung Thanh Tran xợ chưa . Anh Tuấn nổi giận
,"Vũ Quốc Việt góc khuất của việc bỏ con
hic"
,Hiền Nguyễn thương
,Thôi đừng thở nữa đc k
,:)) thương ảnh dữ dội :)) Thanh Hoàng
,"bớt ảo l mình là main chính bá đạo cái trông như cái lạt 30kg lại còn bỏ con sống sao mà tích phước đi mà ở đó mò đến hang ổ
🙂‍↔️
🙂‍↔️
🙂‍↔️"
,Tưởng văn án của bộ truyện trọng sinh trả thù nào đó
,Tội nghịp ảnh qá Ng Như Quỳnh Nguyễn Hoàng Khánh Thư
,Thiên Linh Lee l này nói khùng nói điên cgi vậy ce ^^
,Nhai cái j như nhai ngãi zay
,Dĩ Nguyễn Tama Ishou đồng cảm
,"FB này chạy seeding kinh nhỉ bênh J là nó xoá, còn chửi là nó để lại. Đúng truyền thông bẩn có khác nó book đc cmt ảo luôn"
,má đang cọc mà còn gặp mày nữa
,Nguyễn Anh Thư thôi đừng yêu nghề như thế
,Thật sự là đọc xong vẫn không hiểu muốn nói gì
,Lê Phước Mỵ Duyên Hằng Lê ảnh ghim
,Nguyễn Phương Thảo lướt đến fb nó cũng k tha
,Sao k thêm câu:”Ngày nào còn thở là tao còn bỏ con”
,Mình còn ko nhận con của mình lấy gì ngoại nhận ra?
,Cmt chê trách sending nhiều ghê. :)))
